CLIENTE_NUMBER	FX_IDADE	CEP_GRUPO_RISCO	FX_RENDA	INDICADOR_RESTRITIVO	QTDE_CONSULTAS_CREDITO	RESPOSTA
19170	(5) >=46	(3) medio	(4) De 2501 a 5000	0	1	0
19171	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	3 ou mais	0
19172	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	1	0
19173	(5) >=46	(5) altissimo	(4) De 2501 a 5000	0	0	0
19174	(2) 25 a 34	(3) medio	(4) De 2501 a 5000	0	3 ou mais	0
19175	(5) >=46	(3) medio	(4) De 2501 a 5000	0	3 ou mais	0
19176	(2) 25 a 34	(2) baixo	(5) 5001 a 7000	0	0	0
19177	(2) 25 a 34	(3) medio	(4) De 2501 a 5000	0	0	0
19178	(3) 35 a 39	(3) medio	(4) De 2501 a 5000	0	1	0
19179	(4) 40 a 45	(2) baixo	(5) 5001 a 7000	0	2	1
19180	(3) 35 a 39	(3) medio	(4) De 2501 a 5000	0	3 ou mais	0
19181	(2) 25 a 34	(2) baixo	(5) 5001 a 7000	0	2	0
19182	(2) 25 a 34	(1) baissiximo	(4) De 2501 a 5000	0	2	0
19183	(2) 25 a 34	(4) alto	(4) De 2501 a 5000	0	0	0
19184	sem informacao	(5) altissimo	(1) nao informado	0	0	0
19185	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	2	0
19186	(2) 25 a 34	(3) medio	(4) De 2501 a 5000	0	0	0
19187	(4) 40 a 45	(4) alto	(4) De 2501 a 5000	0	3 ou mais	0
19188	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	0	0
19189	(5) >=46	(5) altissimo	(4) De 2501 a 5000	0	0	0
19190	(3) 35 a 39	(4) alto	(6) >7000	0	1	0
19191	(1) <=24	(5) altissimo	(3) De 1500 a 2500	0	2	1
19192	(5) >=46	(2) baixo	(5) 5001 a 7000	0	1	0
19193	sem informacao	(5) altissimo	(1) nao informado	0	0	1
19194	(4) 40 a 45	(1) baissiximo	(5) 5001 a 7000	0	0	0
19195	(5) >=46	(5) altissimo	(1) nao informado	0	1	0
19196	(5) >=46	(1) baissiximo	(6) >7000	0	1	0
19197	(2) 25 a 34	(2) baixo	(4) De 2501 a 5000	0	0	0
19198	(5) >=46	(4) alto	(3) De 1500 a 2500	0	0	0
19199	(2) 25 a 34	(4) alto	(4) De 2501 a 5000	0	1	0
19200	(5) >=46	(1) baissiximo	(6) >7000	0	1	0
19201	(3) 35 a 39	(1) baissiximo	(5) 5001 a 7000	0	0	0
19202	(2) 25 a 34	(5) altissimo	(2) <1500	0	0	0
19203	(5) >=46	(1) baissiximo	(5) 5001 a 7000	0	0	0
19204	(5) >=46	(2) baixo	(6) >7000	0	0	0
19205	(5) >=46	(3) medio	(4) De 2501 a 5000	0	0	0
19206	(5) >=46	(2) baixo	(5) 5001 a 7000	0	0	0
19207	(5) >=46	(1) baissiximo	(5) 5001 a 7000	0	1	0
19208	(5) >=46	(3) medio	(4) De 2501 a 5000	1	0	0
19209	(4) 40 a 45	(4) alto	(5) 5001 a 7000	0	3 ou mais	0
19210	(2) 25 a 34	(3) medio	(5) 5001 a 7000	0	0	0
19211	(5) >=46	(2) baixo	(5) 5001 a 7000	0	2	0
19212	(3) 35 a 39	(3) medio	(4) De 2501 a 5000	0	0	0
19213	(5) >=46	(5) altissimo	(4) De 2501 a 5000	0	1	0
19214	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	0	0
19215	(1) <=24	(2) baixo	(3) De 1500 a 2500	0	0	0
19216	(2) 25 a 34	(4) alto	(4) De 2501 a 5000	0	0	0
19217	(1) <=24	(1) baissiximo	(4) De 2501 a 5000	0	1	0
19218	(2) 25 a 34	(4) alto	(4) De 2501 a 5000	0	0	1
19219	(3) 35 a 39	(3) medio	(5) 5001 a 7000	0	0	0
19220	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	1	0
19221	(4) 40 a 45	(2) baixo	(3) De 1500 a 2500	0	1	1
19222	(2) 25 a 34	(4) alto	(4) De 2501 a 5000	0	0	0
19223	(5) >=46	(4) alto	(4) De 2501 a 5000	0	1	0
19224	(4) 40 a 45	(3) medio	(3) De 1500 a 2500	0	0	0
19225	(5) >=46	(3) medio	(4) De 2501 a 5000	0	0	0
19226	(5) >=46	(1) baissiximo	(4) De 2501 a 5000	0	1	0
19227	(1) <=24	(3) medio	(4) De 2501 a 5000	0	2	0
19228	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	1	0
19229	(1) <=24	(2) baixo	(4) De 2501 a 5000	0	0	0
19230	(5) >=46	(5) altissimo	(4) De 2501 a 5000	0	0	0
19231	(2) 25 a 34	(1) baissiximo	(6) >7000	0	2	0
19232	(1) <=24	(3) medio	(3) De 1500 a 2500	0	1	0
19233	(3) 35 a 39	(3) medio	(5) 5001 a 7000	1	0	0
19234	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	1	0
19235	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	0	0
19236	sem informacao	(5) altissimo	(1) nao informado	0	0	0
19237	(2) 25 a 34	(3) medio	(5) 5001 a 7000	0	0	0
19238	(2) 25 a 34	(2) baixo	(5) 5001 a 7000	0	0	0
19239	(1) <=24	(2) baixo	(4) De 2501 a 5000	0	1	0
19240	(1) <=24	(3) medio	(4) De 2501 a 5000	0	1	0
19241	(4) 40 a 45	(3) medio	(3) De 1500 a 2500	0	1	0
19242	(1) <=24	(3) medio	(4) De 2501 a 5000	0	0	0
19243	(4) 40 a 45	(4) alto	(4) De 2501 a 5000	0	1	0
19244	(4) 40 a 45	(2) baixo	(5) 5001 a 7000	0	0	0
19245	(2) 25 a 34	(2) baixo	(4) De 2501 a 5000	0	0	0
19246	sem informacao	(2) baixo	(4) De 2501 a 5000	0	1	0
19247	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	1	0
19248	(2) 25 a 34	(2) baixo	(5) 5001 a 7000	0	1	0
19249	(1) <=24	(2) baixo	(5) 5001 a 7000	0	0	0
19250	(2) 25 a 34	(3) medio	(4) De 2501 a 5000	0	0	0
19251	(2) 25 a 34	(3) medio	(5) 5001 a 7000	0	0	0
19252	(4) 40 a 45	(3) medio	(4) De 2501 a 5000	0	0	0
19253	(2) 25 a 34	(4) alto	(4) De 2501 a 5000	0	3 ou mais	1
19254	(5) >=46	(1) baissiximo	(4) De 2501 a 5000	0	0	0
19255	(2) 25 a 34	(2) baixo	(5) 5001 a 7000	0	1	0
19256	sem informacao	(3) medio	(3) De 1500 a 2500	0	0	0
19257	sem informacao	(5) altissimo	(1) nao informado	0	0	0
19258	(2) 25 a 34	(2) baixo	(4) De 2501 a 5000	0	3 ou mais	0
19259	sem informacao	(5) altissimo	(1) nao informado	0	0	0
19260	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	0	0
19261	(4) 40 a 45	(2) baixo	(5) 5001 a 7000	0	0	0
19262	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	0	0
19263	(4) 40 a 45	(4) alto	(4) De 2501 a 5000	0	0	0
19264	(4) 40 a 45	(3) medio	(4) De 2501 a 5000	0	0	0
19265	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	0	0
19266	(4) 40 a 45	(4) alto	(3) De 1500 a 2500	0	0	0
19267	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	0	0
19268	(5) >=46	(5) altissimo	(4) De 2501 a 5000	0	1	0
19269	(5) >=46	(3) medio	(4) De 2501 a 5000	1	1	0
19270	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	0	0
19271	(2) 25 a 34	(2) baixo	(4) De 2501 a 5000	0	1	0
19272	(2) 25 a 34	(3) medio	(4) De 2501 a 5000	0	0	0
19273	(5) >=46	(3) medio	(3) De 1500 a 2500	0	1	0
19274	(5) >=46	(2) baixo	(6) >7000	0	2	0
19275	(2) 25 a 34	(4) alto	(4) De 2501 a 5000	0	1	0
19276	(2) 25 a 34	(1) baissiximo	(4) De 2501 a 5000	0	3 ou mais	1
19277	(5) >=46	(5) altissimo	(5) 5001 a 7000	0	3 ou mais	0
19278	(5) >=46	(1) baissiximo	(5) 5001 a 7000	0	1	0
19279	(1) <=24	(4) alto	(3) De 1500 a 2500	0	1	1
19280	(3) 35 a 39	(3) medio	(4) De 2501 a 5000	0	1	0
19281	(2) 25 a 34	(1) baissiximo	(3) De 1500 a 2500	0	0	0
19282	(1) <=24	(1) baissiximo	(6) >7000	0	0	0
19283	(4) 40 a 45	(4) alto	(6) >7000	0	3 ou mais	0
19284	sem informacao	(3) medio	(3) De 1500 a 2500	0	1	0
19285	(5) >=46	(2) baixo	(5) 5001 a 7000	0	0	0
19286	(5) >=46	(3) medio	(5) 5001 a 7000	0	1	0
19287	(3) 35 a 39	(4) alto	(4) De 2501 a 5000	0	0	0
19288	sem informacao	(5) altissimo	(1) nao informado	0	0	0
19289	(5) >=46	(3) medio	(4) De 2501 a 5000	0	1	0
19290	(1) <=24	(2) baixo	(4) De 2501 a 5000	0	0	0
19291	(2) 25 a 34	(1) baissiximo	(5) 5001 a 7000	0	0	0
19292	(1) <=24	(5) altissimo	(1) nao informado	0	0	0
19293	sem informacao	(1) baissiximo	(4) De 2501 a 5000	0	0	0
19294	(2) 25 a 34	(2) baixo	(5) 5001 a 7000	0	0	0
19295	(3) 35 a 39	(3) medio	(5) 5001 a 7000	0	0	0
19296	(5) >=46	(4) alto	(4) De 2501 a 5000	1	1	1
19297	(5) >=46	(1) baissiximo	(5) 5001 a 7000	0	0	0
19298	(1) <=24	(2) baixo	(4) De 2501 a 5000	0	0	0
19299	(2) 25 a 34	(2) baixo	(5) 5001 a 7000	0	0	0
19300	(5) >=46	(3) medio	(4) De 2501 a 5000	0	0	0
19301	(3) 35 a 39	(3) medio	(4) De 2501 a 5000	0	2	0
19302	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	0	0
19303	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	1	0
19304	(2) 25 a 34	(2) baixo	(5) 5001 a 7000	0	0	0
19305	(5) >=46	(3) medio	(5) 5001 a 7000	0	0	0
19306	(5) >=46	(3) medio	(5) 5001 a 7000	0	0	0
19307	(5) >=46	(3) medio	(4) De 2501 a 5000	1	3 ou mais	0
19308	(2) 25 a 34	(2) baixo	(5) 5001 a 7000	0	0	0
19309	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	0	0
19310	(5) >=46	(3) medio	(4) De 2501 a 5000	0	0	0
19311	(1) <=24	(2) baixo	(4) De 2501 a 5000	0	0	1
19312	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	3 ou mais	1
19313	(2) 25 a 34	(4) alto	(4) De 2501 a 5000	0	1	0
19314	(5) >=46	(3) medio	(5) 5001 a 7000	0	1	0
19315	(2) 25 a 34	(2) baixo	(5) 5001 a 7000	0	0	0
19316	(1) <=24	(3) medio	(4) De 2501 a 5000	0	2	0
19317	sem informacao	(5) altissimo	(1) nao informado	0	1	1
19318	(2) 25 a 34	(2) baixo	(4) De 2501 a 5000	0	0	0
19319	(5) >=46	(3) medio	(5) 5001 a 7000	1	1	0
19320	(5) >=46	(4) alto	(3) De 1500 a 2500	0	0	0
19321	(2) 25 a 34	(1) baissiximo	(6) >7000	0	1	0
19322	(2) 25 a 34	(1) baissiximo	(5) 5001 a 7000	0	3 ou mais	1
19323	(3) 35 a 39	(3) medio	(5) 5001 a 7000	0	2	0
19324	(4) 40 a 45	(3) medio	(3) De 1500 a 2500	0	1	0
19325	(5) >=46	(4) alto	(3) De 1500 a 2500	0	1	0
19326	(1) <=24	(3) medio	(3) De 1500 a 2500	0	1	0
19327	(1) <=24	(2) baixo	(4) De 2501 a 5000	0	0	0
19328	(5) >=46	(3) medio	(5) 5001 a 7000	0	0	0
19329	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	1	0
19330	sem informacao	(1) baissiximo	(5) 5001 a 7000	0	1	0
19331	(5) >=46	(3) medio	(5) 5001 a 7000	0	0	0
19332	(2) 25 a 34	(2) baixo	(4) De 2501 a 5000	0	0	0
19333	(5) >=46	(1) baissiximo	(6) >7000	0	1	0
19334	(4) 40 a 45	(2) baixo	(6) >7000	0	0	0
19335	(3) 35 a 39	(2) baixo	(4) De 2501 a 5000	0	2	0
19336	(5) >=46	(3) medio	(3) De 1500 a 2500	0	0	0
19337	(4) 40 a 45	(3) medio	(6) >7000	0	0	0
19338	(4) 40 a 45	(1) baissiximo	(4) De 2501 a 5000	0	3 ou mais	0
19339	(2) 25 a 34	(2) baixo	(4) De 2501 a 5000	0	0	0
19340	(2) 25 a 34	(1) baissiximo	(4) De 2501 a 5000	0	0	0
19341	(2) 25 a 34	(2) baixo	(5) 5001 a 7000	0	3 ou mais	0
19342	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	0	0
19343	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	2	0
19344	(2) 25 a 34	(1) baissiximo	(5) 5001 a 7000	0	0	0
19345	(5) >=46	(4) alto	(4) De 2501 a 5000	0	0	0
19346	(2) 25 a 34	(2) baixo	(5) 5001 a 7000	0	0	0
19347	(5) >=46	(1) baissiximo	(5) 5001 a 7000	0	0	0
19348	(4) 40 a 45	(1) baissiximo	(5) 5001 a 7000	0	0	0
19349	(1) <=24	(3) medio	(3) De 1500 a 2500	0	2	0
19350	(5) >=46	(4) alto	(4) De 2501 a 5000	0	1	0
19351	(2) 25 a 34	(3) medio	(4) De 2501 a 5000	0	0	0
19352	(4) 40 a 45	(4) alto	(4) De 2501 a 5000	0	1	0
19353	(5) >=46	(1) baissiximo	(4) De 2501 a 5000	0	0	0
19354	(4) 40 a 45	(2) baixo	(5) 5001 a 7000	0	0	0
19355	sem informacao	(5) altissimo	(1) nao informado	0	0	0
19356	(1) <=24	(4) alto	(4) De 2501 a 5000	0	0	1
19357	(5) >=46	(1) baissiximo	(5) 5001 a 7000	0	1	0
19358	(5) >=46	(4) alto	(4) De 2501 a 5000	0	0	0
19359	(2) 25 a 34	(2) baixo	(5) 5001 a 7000	0	0	1
19360	(2) 25 a 34	(1) baissiximo	(6) >7000	0	0	0
19361	(2) 25 a 34	(2) baixo	(4) De 2501 a 5000	0	0	0
19362	(5) >=46	(3) medio	(5) 5001 a 7000	0	2	0
19363	(4) 40 a 45	(4) alto	(2) <1500	0	0	0
19364	(4) 40 a 45	(2) baixo	(5) 5001 a 7000	0	0	0
19365	(2) 25 a 34	(3) medio	(4) De 2501 a 5000	0	2	0
19366	(1) <=24	(3) medio	(3) De 1500 a 2500	0	0	0
19367	(2) 25 a 34	(2) baixo	(5) 5001 a 7000	0	0	0
19368	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	2	0
19369	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	0	0
19370	(2) 25 a 34	(1) baissiximo	(6) >7000	0	1	0
19371	(5) >=46	(2) baixo	(6) >7000	0	0	0
19372	(2) 25 a 34	(3) medio	(5) 5001 a 7000	0	0	0
19373	(3) 35 a 39	(2) baixo	(2) <1500	0	0	0
19374	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	0	0
19375	(1) <=24	(3) medio	(4) De 2501 a 5000	0	0	0
19376	(5) >=46	(3) medio	(5) 5001 a 7000	0	0	0
19377	(1) <=24	(2) baixo	(5) 5001 a 7000	0	3 ou mais	0
19378	(1) <=24	(5) altissimo	(3) De 1500 a 2500	0	0	0
19379	(5) >=46	(3) medio	(3) De 1500 a 2500	0	0	0
19380	(1) <=24	(2) baixo	(4) De 2501 a 5000	0	1	0
19381	(1) <=24	(3) medio	(4) De 2501 a 5000	0	0	0
19382	(2) 25 a 34	(2) baixo	(5) 5001 a 7000	0	2	0
19383	(1) <=24	(3) medio	(4) De 2501 a 5000	1	0	0
19384	(2) 25 a 34	(3) medio	(4) De 2501 a 5000	0	0	0
19385	sem informacao	(5) altissimo	(1) nao informado	0	0	0
19386	(2) 25 a 34	(2) baixo	(5) 5001 a 7000	0	0	0
19387	(1) <=24	(2) baixo	(4) De 2501 a 5000	0	0	0
19388	(2) 25 a 34	(4) alto	(5) 5001 a 7000	0	1	0
19389	(5) >=46	(1) baissiximo	(5) 5001 a 7000	0	1	0
19390	(2) 25 a 34	(3) medio	(5) 5001 a 7000	0	0	0
19391	(1) <=24	(4) alto	(3) De 1500 a 2500	0	2	0
19392	(1) <=24	(4) alto	(3) De 1500 a 2500	0	2	0
19393	(1) <=24	(1) baissiximo	(5) 5001 a 7000	0	0	0
19394	(5) >=46	(2) baixo	(5) 5001 a 7000	0	0	0
19395	(5) >=46	(3) medio	(4) De 2501 a 5000	0	1	0
19396	(4) 40 a 45	(3) medio	(4) De 2501 a 5000	0	0	0
19397	sem informacao	(3) medio	(4) De 2501 a 5000	0	0	0
19398	(5) >=46	(3) medio	(4) De 2501 a 5000	0	0	0
19399	sem informacao	(5) altissimo	(1) nao informado	0	0	1
19400	(2) 25 a 34	(3) medio	(4) De 2501 a 5000	0	2	0
19401	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	1	0	0
19402	(3) 35 a 39	(1) baissiximo	(6) >7000	0	0	0
19403	(2) 25 a 34	(2) baixo	(4) De 2501 a 5000	0	2	0
19404	(5) >=46	(1) baissiximo	(6) >7000	0	2	0
19405	(4) 40 a 45	(2) baixo	(6) >7000	0	0	0
19406	(5) >=46	(2) baixo	(5) 5001 a 7000	0	1	0
19407	(5) >=46	(5) altissimo	(3) De 1500 a 2500	0	0	0
19408	(2) 25 a 34	(4) alto	(4) De 2501 a 5000	0	1	0
19409	(4) 40 a 45	(3) medio	(4) De 2501 a 5000	0	0	0
19410	(1) <=24	(5) altissimo	(4) De 2501 a 5000	0	0	0
19411	(2) 25 a 34	(3) medio	(4) De 2501 a 5000	0	3 ou mais	0
19412	(4) 40 a 45	(5) altissimo	(4) De 2501 a 5000	0	3 ou mais	0
19413	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	1	0
19414	sem informacao	(2) baixo	(3) De 1500 a 2500	0	0	0
19415	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	0	0
19416	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	1	0
19417	(1) <=24	(4) alto	(4) De 2501 a 5000	0	0	0
19418	(2) 25 a 34	(4) alto	(4) De 2501 a 5000	0	1	0
19419	(2) 25 a 34	(3) medio	(4) De 2501 a 5000	0	2	0
19420	(2) 25 a 34	(1) baissiximo	(5) 5001 a 7000	0	3 ou mais	0
19421	(3) 35 a 39	(1) baissiximo	(5) 5001 a 7000	0	1	0
19422	(5) >=46	(1) baissiximo	(4) De 2501 a 5000	0	2	0
19423	(2) 25 a 34	(3) medio	(5) 5001 a 7000	0	0	0
19424	(5) >=46	(1) baissiximo	(5) 5001 a 7000	0	1	0
19425	(4) 40 a 45	(1) baissiximo	(5) 5001 a 7000	0	1	0
19426	sem informacao	(2) baixo	(4) De 2501 a 5000	0	1	0
19427	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	2	0
19428	(1) <=24	(3) medio	(4) De 2501 a 5000	0	2	1
19429	(1) <=24	(2) baixo	(4) De 2501 a 5000	0	0	0
19430	(2) 25 a 34	(3) medio	(4) De 2501 a 5000	0	0	0
19431	(4) 40 a 45	(2) baixo	(5) 5001 a 7000	0	3 ou mais	0
19432	(4) 40 a 45	(3) medio	(4) De 2501 a 5000	0	1	1
19433	(1) <=24	(2) baixo	(5) 5001 a 7000	0	0	0
19434	(2) 25 a 34	(3) medio	(4) De 2501 a 5000	0	3 ou mais	0
19435	(5) >=46	(3) medio	(4) De 2501 a 5000	0	0	1
19436	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	0	0
19437	(2) 25 a 34	(2) baixo	(4) De 2501 a 5000	0	1	1
19438	sem informacao	(5) altissimo	(1) nao informado	0	0	0
19439	(1) <=24	(2) baixo	(3) De 1500 a 2500	0	2	1
19440	(2) 25 a 34	(3) medio	(4) De 2501 a 5000	0	0	0
19441	(2) 25 a 34	(4) alto	(4) De 2501 a 5000	0	1	0
19442	sem informacao	(5) altissimo	(1) nao informado	0	0	0
19443	(2) 25 a 34	(4) alto	(5) 5001 a 7000	0	0	0
19444	(2) 25 a 34	(5) altissimo	(1) nao informado	0	0	0
19445	(2) 25 a 34	(2) baixo	(4) De 2501 a 5000	0	2	0
19446	(4) 40 a 45	(3) medio	(3) De 1500 a 2500	0	0	0
19447	(5) >=46	(3) medio	(3) De 1500 a 2500	0	0	0
19448	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	0	0
19449	(5) >=46	(1) baissiximo	(5) 5001 a 7000	1	1	0
19450	(3) 35 a 39	(1) baissiximo	(5) 5001 a 7000	0	2	0
19451	(5) >=46	(3) medio	(5) 5001 a 7000	0	1	0
19452	(5) >=46	(3) medio	(5) 5001 a 7000	0	2	0
19453	(5) >=46	(2) baixo	(5) 5001 a 7000	0	1	0
19454	(2) 25 a 34	(3) medio	(5) 5001 a 7000	0	2	0
19455	(2) 25 a 34	(3) medio	(4) De 2501 a 5000	0	2	0
19456	sem informacao	(3) medio	(6) >7000	0	0	1
19457	(5) >=46	(5) altissimo	(4) De 2501 a 5000	0	0	0
19458	(2) 25 a 34	(2) baixo	(5) 5001 a 7000	0	0	0
19459	(2) 25 a 34	(3) medio	(4) De 2501 a 5000	0	0	0
19460	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	0	0
19461	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	0	0
19462	(2) 25 a 34	(1) baissiximo	(6) >7000	0	0	0
19463	(2) 25 a 34	(2) baixo	(4) De 2501 a 5000	0	0	0
19464	(5) >=46	(1) baissiximo	(5) 5001 a 7000	0	1	0
19465	(2) 25 a 34	(4) alto	(4) De 2501 a 5000	0	0	0
19466	(1) <=24	(2) baixo	(6) >7000	0	2	0
19467	(4) 40 a 45	(4) alto	(4) De 2501 a 5000	0	0	0
19468	(5) >=46	(2) baixo	(5) 5001 a 7000	0	0	0
19469	(1) <=24	(4) alto	(4) De 2501 a 5000	1	0	1
19470	(2) 25 a 34	(2) baixo	(5) 5001 a 7000	0	0	0
19471	(5) >=46	(3) medio	(5) 5001 a 7000	0	0	0
19472	(2) 25 a 34	(2) baixo	(5) 5001 a 7000	0	1	0
19473	(2) 25 a 34	(1) baissiximo	(6) >7000	0	1	0
19474	(3) 35 a 39	(2) baixo	(3) De 1500 a 2500	0	0	0
19475	(2) 25 a 34	(3) medio	(4) De 2501 a 5000	0	1	0
19476	(3) 35 a 39	(3) medio	(3) De 1500 a 2500	0	3 ou mais	0
19477	(4) 40 a 45	(4) alto	(4) De 2501 a 5000	0	0	1
19478	(5) >=46	(3) medio	(3) De 1500 a 2500	0	1	0
19479	(4) 40 a 45	(3) medio	(2) <1500	0	0	0
19480	(5) >=46	(4) alto	(2) <1500	0	1	0
19481	(5) >=46	(5) altissimo	(4) De 2501 a 5000	0	0	0
19482	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	1	0
19483	sem informacao	(5) altissimo	(1) nao informado	0	0	0
19484	(5) >=46	(1) baissiximo	(5) 5001 a 7000	0	1	0
19485	(4) 40 a 45	(3) medio	(3) De 1500 a 2500	0	0	0
19486	(3) 35 a 39	(5) altissimo	(3) De 1500 a 2500	0	0	1
19487	(1) <=24	(5) altissimo	(3) De 1500 a 2500	0	1	1
19488	(5) >=46	(3) medio	(5) 5001 a 7000	0	0	0
19489	sem informacao	(5) altissimo	(1) nao informado	0	0	0
19490	sem informacao	(4) alto	(4) De 2501 a 5000	0	0	0
19491	sem informacao	(5) altissimo	(1) nao informado	0	0	0
19492	sem informacao	(5) altissimo	(1) nao informado	0	0	0
19493	(2) 25 a 34	(3) medio	(4) De 2501 a 5000	0	0	0
19494	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	1	0
19495	sem informacao	(5) altissimo	(1) nao informado	0	0	0
19496	sem informacao	(5) altissimo	(1) nao informado	0	0	0
19497	(2) 25 a 34	(2) baixo	(5) 5001 a 7000	0	0	0
19498	(5) >=46	(5) altissimo	(5) 5001 a 7000	0	0	0
19499	(3) 35 a 39	(4) alto	(4) De 2501 a 5000	0	0	0
19500	(3) 35 a 39	(3) medio	(2) <1500	0	0	0
19501	(5) >=46	(5) altissimo	(3) De 1500 a 2500	0	0	0
19502	(5) >=46	(3) medio	(2) <1500	0	0	0
19503	sem informacao	(2) baixo	(3) De 1500 a 2500	0	0	1
19504	(2) 25 a 34	(3) medio	(2) <1500	0	3 ou mais	1
19505	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	3 ou mais	0
19506	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	0	0
19507	(1) <=24	(3) medio	(3) De 1500 a 2500	0	0	0
19508	(5) >=46	(3) medio	(2) <1500	0	0	0
19509	(3) 35 a 39	(3) medio	(3) De 1500 a 2500	0	1	0
19510	(5) >=46	(3) medio	(5) 5001 a 7000	0	3 ou mais	0
19511	(1) <=24	(3) medio	(3) De 1500 a 2500	0	0	0
19512	(5) >=46	(4) alto	(4) De 2501 a 5000	0	0	1
19513	(5) >=46	(5) altissimo	(3) De 1500 a 2500	0	0	0
19514	(4) 40 a 45	(3) medio	(3) De 1500 a 2500	0	0	0
19515	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	0	0
19516	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	0	0
19517	(3) 35 a 39	(3) medio	(5) 5001 a 7000	0	0	0
19518	(1) <=24	(5) altissimo	(3) De 1500 a 2500	0	3 ou mais	1
19519	(1) <=24	(2) baixo	(2) <1500	0	0	0
19520	(3) 35 a 39	(3) medio	(5) 5001 a 7000	0	0	0
19521	(1) <=24	(3) medio	(3) De 1500 a 2500	0	0	0
19522	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	0	0
19523	sem informacao	(5) altissimo	(1) nao informado	0	0	0
19524	(1) <=24	(4) alto	(2) <1500	0	1	0
19525	(2) 25 a 34	(2) baixo	(4) De 2501 a 5000	0	1	0
19526	(4) 40 a 45	(4) alto	(2) <1500	0	0	0
19527	(3) 35 a 39	(3) medio	(2) <1500	0	1	1
19528	(2) 25 a 34	(3) medio	(2) <1500	0	2	0
19529	(3) 35 a 39	(3) medio	(2) <1500	0	1	0
19530	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	0	1
19531	(2) 25 a 34	(3) medio	(4) De 2501 a 5000	0	0	0
19532	(4) 40 a 45	(5) altissimo	(4) De 2501 a 5000	0	0	0
19533	(3) 35 a 39	(4) alto	(2) <1500	0	3 ou mais	0
19534	sem informacao	(2) baixo	(3) De 1500 a 2500	0	1	0
19535	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	0	0
19536	(3) 35 a 39	(4) alto	(2) <1500	0	0	0
19537	sem informacao	(5) altissimo	(1) nao informado	0	1	1
19538	(5) >=46	(3) medio	(3) De 1500 a 2500	0	0	0
19539	(5) >=46	(4) alto	(5) 5001 a 7000	0	2	0
19540	sem informacao	(5) altissimo	(1) nao informado	0	0	1
19541	(2) 25 a 34	(3) medio	(4) De 2501 a 5000	0	0	0
19542	(5) >=46	(3) medio	(4) De 2501 a 5000	0	1	0
19543	(2) 25 a 34	(3) medio	(4) De 2501 a 5000	0	0	0
19544	(3) 35 a 39	(4) alto	(2) <1500	0	3 ou mais	0
19545	(2) 25 a 34	(5) altissimo	(2) <1500	0	0	0
19546	(1) <=24	(4) alto	(2) <1500	0	0	0
19547	(4) 40 a 45	(4) alto	(3) De 1500 a 2500	0	0	0
19548	(3) 35 a 39	(5) altissimo	(3) De 1500 a 2500	0	2	1
19549	(2) 25 a 34	(5) altissimo	(2) <1500	0	1	0
